# Algorithm: MO-PSO, Scenario: 1, Hosts: 10, VMs: 40, Containers: 400, Run: 1, Solutions: 30
solution_id,makespan,cost,energy,migration
0,301.55,4385.367443153769,367996.0039042551,33.08984375
1,287.6995,4371.291840402314,329274.18827802315,58.57412109375
2,286.21725,4923.037782974562,347464.0572292225,4.99990234375
3,256.685,4530.506525302452,303709.4571217915,14.75302734375
4,287.80125,5046.652263882933,336212.79503866535,5.49267578125
5,280.434,4882.477633725122,341487.9557873758,7.9560546875
6,273.08925,5053.6271938092395,327004.5996365514,2.91650390625
7,264.9285,5058.068599417406,316169.8330763718,7.26572265625
8,273.08925,4953.681144860258,324965.74501220696,6.4265625
9,305.9529232894914,4602.848720675784,355827.6991316587,4.7298828125
10,276.97025,4745.7161431958175,331731.99443482375,8.24873046875
11,278.90675,4414.08322529737,321302.2237058311,20.63056640625
12,269.81625,4770.066107705781,313823.54468693194,12.836328125
13,288.13475,4886.767762860784,336138.11734545935,4.737890625
14,318.362,4862.814294600206,371851.20131003624,1.32412109375
15,316.0925,4765.5638789346385,372893.1785831712,0.4830078125
16,312.18675,4749.27774767771,362597.1790744678,1.46240234375
17,271.97525,4772.615061972987,315014.680521037,9.7294921875
18,295.03825,4855.967606410854,346515.7640980786,1.9609375
19,306.25675,4875.697374457761,363961.3030073415,0.01015625
20,334.101,4753.576975488902,392160.2645760917,0.14609375
21,334.101,4697.766220905048,392160.2645760917,0.90888671875
22,282.46475,4818.893405928385,341219.8955811861,6.5498046875
23,289.26775,4899.738973598792,348448.18296525907,3.4361328125
24,289.26775,4911.119757551883,348448.18296525907,0.0
25,289.26775,4964.155409073792,344315.394328665,0.29755859375
26,289.26775,4943.203676960196,344315.394328665,0.32177734375
27,289.26775,4904.838325771336,348448.18296525907,0.3693359375
28,290.53275,4703.073876943231,338284.5448158202,2.3759765625
29,289.26775,4980.511950743773,344315.394328665,0.1486328125
