# Algorithm: MO-NSO, Scenario: 1, Hosts: 10, VMs: 40, Containers: 400, Run: 1, Solutions: 45
solution_id,makespan,cost,energy,migration
0,362.05625,5921.965418190413,420467.14528057195,0.0
1,432.7890287079052,5395.123070406332,516539.6308299756,0.0
2,364.86775,5630.4263894539245,423438.94802072586,0.0
3,550.024278837197,6654.470726874831,659350.2589611742,0.0
4,340.923,6407.697351621135,418402.14938264363,0.0
5,306.351,4965.779022219426,363831.5167564996,40.32216796875
6,290.9585,4582.605623339347,342245.7684675344,44.0265625
7,398.566,5095.468151754526,484551.8343439601,50.08037109375
8,312.959576515276,4961.591122889243,376304.872507528,51.8888671875
9,306.79775,4367.687949236098,361731.5631772394,47.54921875
10,342.431,5073.686880927919,403608.4116751116,46.5044921875
11,292.639,4512.982046140132,339897.4636077793,46.45244140625
12,338.701,4890.082414556175,407354.38797354454,49.0896484375
13,331.4045920682458,5547.120038718661,388673.3929778289,41.6328125
14,340.5985,5044.367940929974,390806.98316750367,40.7533203125
15,315.66875,5503.026624589001,388929.2449684675,47.8421875
16,341.1355,4457.891074592869,399978.5972636257,47.45322265625
17,297.381,5469.251117489994,352135.6493429335,40.9236328125
18,315.60875,5323.199665180094,388670.98806450143,43.121875
19,370.74925,5061.488818882384,432461.91902815475,41.13984375
20,427.9415,6401.326817437803,515180.57093080675,41.12001953125
21,294.6905,4688.634695778579,366910.38305197994,43.64072265625
22,279.96525,4305.898675434656,335889.236654028,43.1775390625
23,340.66125,5297.524063757421,412594.2408577096,47.06279296875
24,422.62822000559186,6791.272785859384,512843.6250022651,40.38662109375
25,322.7885,5555.205465940773,399669.74797205854,36.93212890625
26,346.37875,5732.154695630229,425899.27732944064,39.90322265625
27,310.65875,5785.063292845105,371159.76870800264,45.50283203125
28,346.18848765764346,5358.303550813346,420817.1709990693,44.511328125
29,356.17275,5592.2529142720605,419976.704974383,52.20859375
30,496.70425,5628.8941948347,609311.6887111423,39.90732421875
31,267.12525,4541.9700290906885,317768.5775899511,43.1396484375
32,383.3752581782517,6524.915425575313,455454.65397664614,41.94990234375
33,322.33275,5158.390931443344,379159.91634240886,40.09833984375
34,459.9395,5992.635152895638,545350.7451037242,42.50498046875
35,340.7801343123577,5592.61035037402,413860.905558778,49.51748046875
36,337.519,5292.7494736015815,409388.7662298483,45.91650390625
37,320.56625,5316.56267467745,398897.2012518561,48.8400390625
38,396.898,5493.198580710258,506588.95261716365,52.5787109375
39,372.451,5624.862624583593,453130.2510329861,44.71513671875
40,400.73,5717.980110466328,471793.6529893738,39.6771484375
41,416.97825,6504.735045992939,500662.205438798,42.18154296875
42,324.8163328200495,4968.847162460927,390293.43318758806,48.28515625
43,389.781,6853.017677792836,475352.6192713225,42.67900390625
44,310.0395,4579.042867566314,369825.61464944854,42.9515625
