# Algorithm: NSGA-II, Scenario: 1, Hosts: 10, VMs: 40, Containers: 200, Run: 1, Solutions: 13
solution_id,makespan,cost,energy,migration
0,144.85525,1104.3071361736172,169909.40152646907,17.86044921875
1,170.01675,1038.7236309578889,198318.18007837617,0.0
2,144.46575,1117.3963886401584,165523.59730232708,16.45634765625
3,151.6625,1058.55394250895,175568.7065188556,0.0
4,142.55425,819.7659531785278,168067.2168669921,25.17021484375
5,156.761,1018.8438629077887,179896.38286157403,18.87626953125
6,140.46625,908.0708404725982,166336.33281891892,19.09736328125
7,154.84525,919.6759322932598,183068.4819700858,17.62724609375
8,123.9465,960.3827745823827,149057.67696560462,22.0396484375
9,156.86025,872.6212323018835,188140.53597328597,17.5611328125
10,143.5575,861.5836813221285,163900.69149384907,21.3927734375
11,200.84525,1030.6046182365471,236391.36704131222,0.0
12,167.5725,1049.6885372074773,200903.55916941646,0.0
