# Algorithm: MO-NSO, Scenario: 1, Hosts: 10, VMs: 40, Containers: 600, Run: 1, Solutions: 58
solution_id,makespan,cost,energy,migration
0,482.66425,12169.510688182298,572953.5478201971,0.0
1,475.90075,11016.549242579791,571812.3570444882,46.71767578125
2,451.72025,11692.10784504894,558372.1672751202,51.19248046875
3,432.937,12540.434997761475,513492.6210045298,56.86953125
4,457.40975,12367.439380002368,555059.9768006423,58.88857421875
5,455.60075,12391.556369752881,558877.2365508759,58.08076171875
6,446.3615,11091.080660232366,540630.9460463827,55.15654296875
7,466.40125,13183.642378712713,547300.6576558594,61.9349609375
8,456.56525,12098.881730455108,561474.6109735415,54.83125
9,505.4285,14414.88462342811,623945.1292870481,50.621875
10,432.93875,11183.691750059348,527970.2769642951,59.5806640625
11,599.3465,14848.791396110333,715282.8968565013,52.63955078125
12,415.718,12149.192003664462,505974.2667309481,56.59794921875
13,509.74775,12387.417638702256,627676.4754497105,54.66181640625
14,449.009,11347.30078807818,517084.04637614393,58.05419921875
15,495.01525,13018.89992210393,565927.8237185101,52.26376953125
16,468.7245,12425.665444107219,565629.5588183986,54.73720703125
17,595.52575,12869.929645158609,737125.6019827394,48.6423828125
18,472.523,12925.483677285434,576629.4142841591,50.02099609375
19,463.0295,13831.083296922186,544604.152066336,58.0361328125
20,450.5195,13092.720693366618,518630.59051912406,53.94072265625
21,458.5986091149923,12416.082715394778,531363.2731307375,55.7708984375
22,516.35525,12176.173109996518,614619.1048686303,61.5880859375
23,503.09075,12214.71419538023,598004.4775616325,58.15419921875
24,466.8765,11943.442967946685,582528.1762036481,54.0341796875
25,475.44125,10836.8602168275,586270.0418430355,51.12529296875
26,407.7835,10055.177207701689,485174.4651890442,60.48642578125
27,419.214,11578.284024483206,499337.20680382516,64.08564453125
28,471.763,11787.526884416391,562617.0982820087,56.05498046875
29,487.8045,14130.342814799253,581209.391212167,55.09501953125
30,486.7305,11695.449092976798,560363.7874639543,56.212890625
31,479.89425,12233.944937170889,563086.2301886781,55.36005859375
32,441.25825,12509.270521477058,546752.1560678027,56.36640625
33,487.422,12660.341261934473,560915.6244554871,51.529296875
34,469.22275,12865.184441020905,559859.712489829,60.6138671875
35,401.59325,9621.07529170165,482729.78556774964,58.66865234375
36,551.785,13094.485656738741,649418.8496417106,53.305859375
37,413.35775,11221.48190771406,499687.4710881935,60.76220703125
38,446.082,12440.806879390095,540400.9909413982,58.425
39,467.54525,11179.891992917832,551683.8226724019,55.600390625
40,432.0,11131.18362680513,526410.7302821276,57.52314453125
41,460.61775,12965.392550534263,539847.7215993407,51.40625
42,591.6925,14004.216642744796,701402.6066887757,51.95380859375
43,476.92825,13181.755260557966,556274.1029945612,53.03447265625
44,526.29325,13893.246409576974,637976.6763962721,51.62900390625
45,468.81375,12250.420027722965,550089.047781166,58.6640625
46,483.05924448259657,12356.922968666126,572825.9940527843,47.015234375
47,484.81471735087825,12263.114926041182,596250.2637844092,59.61083984375
48,503.4217214009644,13907.75646488993,609477.9312401048,54.0345703125
49,438.31875,13947.634920477392,512307.18769831595,53.81630859375
50,395.14575,11189.570633521158,457910.99644318194,61.9572265625
51,462.74785138286154,12793.573521335313,552411.3134560542,59.3021484375
52,424.39175,11294.56889944068,495849.6194148794,61.08017578125
53,488.23575,11858.096590444176,561137.4221345031,58.32353515625
54,551.86325,14603.722104399301,659006.1602631689,49.82958984375
55,460.27775,12582.674861664205,581028.7735451601,51.28603515625
56,511.869,12133.610255605012,591081.800748004,54.33427734375
57,511.79575,13534.651073937423,618853.3652574869,57.66240234375
